,0
threshold,0.7727261781692505
horizon,3
round_trip_cost,0.003
trade_count,133
win_rate,0.3609022556390977
gross_return_mean,-4.945736664903907e-05
net_return_mean,-0.003049457366649039
gross_return_median,0.0004841833440929477
net_return_median,-0.0025158166559070523
total_return,-0.3395799279456956
max_drawdown,-0.3535125648461016
per_trade_sharpe,-0.26672272565866306
trades_per_year,152.21664200539647
bar_annualized_sharpe,-28.746721549394938
sharpe,-3.2907211996418173
avg_pred_prob,0.7861956245917127
positive_label_rate,0.3609022556390977
selected_by,validation_net_return_mean
selected_quantile,0.95
