epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,413.6803375482559,0.689385997633567,0.6864778665196503,0.5711233615875244,0.8471815586090088
2,395.58018861711025,0.7013862945133955,0.6879667109167011,0.5407618284225464,0.8380013704299927
3,390.5146204531193,0.7104202502935266,0.6859535459269416,0.5165765285491943,0.8616575002670288
4,385.9487825036049,0.7195914129101463,0.6840128615264085,0.5128186941146851,0.8563164472579956
5,379.79521502554417,0.7339581269883766,0.6817255518559625,0.5076442360877991,0.8788971304893494
6,372.26654839515686,0.7508510021829873,0.6774572975077318,0.47822171449661255,0.894335925579071
7,361.96698861569166,0.769650961462095,0.6720943384136242,0.45251965522766113,0.9122718572616577
8,349.96249194443226,0.7913963071938336,0.6646672542490915,0.4315822124481201,0.9259098172187805
9,334.0183932632208,0.8165682728171165,0.6614950950166725,0.430320680141449,0.9695200324058533
10,315.8860636204481,0.8416084818611168,0.6545374118324109,0.4012220501899719,0.9870141744613647
11,297.3565724566579,0.8684340678145968,0.6440921972439241,0.4004952311515808,0.9863107204437256
12,280.3547751903534,0.8904021868991548,0.6309759611083303,0.37680476903915405,0.9936548471450806
