prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,trade_return_median
0,1014,0.22974436,0.10059172,9.439240635535307e-05,-0.0002313482962649216
1,1013,0.39782554,0.14215203,0.0003002545769331482,-0.00016077170418016262
2,1013,0.48940158,0.17374136,0.00018309849080053287,-0.00026251312565628293
3,1013,0.5519332,0.14906219,-0.0002565260498283215,-0.0006709908297920508
4,1013,0.6029974,0.1994077,-0.00012320994703135486,-0.0004835122328594732
5,1013,0.6457608,0.25962487,0.0002912036333110165,0.0
6,1013,0.68252045,0.27245805,-1.3169895684444785e-05,-0.0006309148264984632
7,1013,0.71524197,0.30799606,0.0002159314651610485,-0.00034223134839139746
8,1013,0.74253964,0.3188549,0.00038125960749988406,-0.00021853146853145766
9,1014,0.77877444,0.37376726,0.0007854886753525143,-0.00024876696467013293
