model_label,epoch,train_loss,valid_loss,valid_auc,valid_prob_mean,valid_prob_max
LSTM_buy,1,1.0786764296618374,0.9957743684450785,0.5645653728079398,0.48378434777259827,0.71207594871521
LSTM_buy,2,0.986703401864177,1.0126220186551411,0.550435258000757,0.5406134128570557,0.7220098376274109
LSTM_buy,3,0.9732796712355181,1.0477198163668315,0.5349257748433492,0.5626211762428284,0.7818586230278015
LSTM_buy,4,0.9529636785237476,1.0547325015068054,0.5300306993565751,0.5478396415710449,0.7936017513275146
LSTM_buy,5,0.93097035210542,1.0669556657473247,0.527759788048278,0.52732253074646,0.8580379486083984
LSTM_buy,6,0.8878977094033752,1.1260422468185425,0.5225451028218175,0.5006437301635742,0.8654553890228271
LSTM_buy,7,0.8470209030189899,1.2365169525146484,0.5088439379284242,0.4088935852050781,0.8598862290382385
LSTM_buy,8,0.8376347988542884,1.433066685994466,0.5256486816098238,0.31522461771965027,0.9081663489341736
LSTM_buy,9,0.8448989240810124,1.1184664169947307,0.5244038857815719,0.4617496728897095,0.9464325904846191
LSTM_buy,10,0.8019526347969518,1.2303876876831055,0.5084318095798814,0.5569748282432556,0.9808964729309082
LSTM_buy,11,0.7563187088629212,1.195901890595754,0.5132932419361622,0.5167374610900879,0.9785776138305664
