side,quantile,threshold,signal_count,signal_ratio,active_label_mean,active_trade_return_mean,active_future_return_mean
buy,0.5,0.4863109588623047,392,0.5,0.2576530612244898,-0.0004572376392634549,-0.0004337099618994686
buy,0.6,0.509523582458496,314,0.4005102040816326,0.2611464968152866,-0.0003546049938475174,-0.00032972736475112257
buy,0.7,0.538346391916275,235,0.2997448979591837,0.25957446808510637,-0.00016863391902400613,-0.00015805896128289151
buy,0.75,0.5538677275180817,196,0.25,0.2857142857142857,-2.386153550568432e-05,-1.274198905618368e-05
buy,0.8,0.5871584534645081,157,0.2002551020408163,0.29936305732484075,7.131668637527435e-05,-1.6512860314737727e-05
buy,0.85,0.6172481387853622,118,0.15051020408163265,0.2796610169491525,-0.00016802196338111059,-0.00020930345915319535
buy,0.9,0.6590509712696075,79,0.10076530612244898,0.26582278481012656,-0.00034381140223566016,-0.00036745613096576514
buy,0.95,0.709191223978996,40,0.05102040816326531,0.275,0.0003965576737378684,0.0003907693134857476
sell,0.5,0.5290954411029816,392,0.5,0.3163265306122449,-0.00023888342227603284,-0.00011334345379264761
sell,0.6,0.6292650938034058,314,0.4005102040816326,0.29936305732484075,-0.00043051109522790305,-0.000294759379038712
sell,0.7,0.711350619792938,235,0.2997448979591837,0.28085106382978725,-0.00021313816239036424,-0.00023839034926272432
sell,0.75,0.755749449133873,196,0.25,0.2653061224489796,-0.00015259122595800016,-0.00018571931572406963
sell,0.8,0.7882066607475281,157,0.2002551020408163,0.267515923566879,-0.00021160046785874507,-0.00018607072388357725
sell,0.85,0.8225876331329345,118,0.15051020408163265,0.3135593220338983,-0.0008309826722260713,-0.0008375779888825172
sell,0.9,0.860075980424881,79,0.10076530612244898,0.31645569620253167,-0.0013390857106017962,-0.0013488314770297221
sell,0.95,0.8904037803411484,40,0.05102040816326531,0.35,-0.0010083118430235822,-0.0010190114984858917
