,0
threshold,0.4721840873360634
horizon,12
round_trip_cost,0.003
trade_count,49
win_rate,0.42857142857142855
gross_return_mean,0.0023434138891931266
net_return_mean,-0.000656586110806874
gross_return_median,-0.000674157303370837
net_return_median,-0.003674157303370837
total_return,-0.044396998186273184
max_drawdown,-0.08670626217945243
per_trade_sharpe,-0.027798243344816734
trades_per_year,63.89101952277657
bar_annualized_sharpe,-2.9960265253828506
sharpe,-0.2221965244720585
avg_pred_prob,0.4891650536838843
positive_label_rate,0.5102040816326531
buy_label_rate,0.42857142857142855
selected_by,validation_net_return_mean
selected_quantile,0.95
