epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,368.2946321964264,0.6094912279014335,0.58790700301835,0.5813100337982178,0.743788480758667
2,359.6089587509632,0.6332015827005862,0.5934577775050167,0.5635385513305664,0.752211332321167
3,355.86712819337845,0.6506650732365366,0.5901210873498961,0.5562454462051392,0.7546969652175903
4,351.18750113248825,0.671420753381112,0.5854824431711458,0.5408074259757996,0.784578800201416
5,345.0265004336834,0.6882515867132848,0.587650336333086,0.5216164588928223,0.842583179473877
6,335.00850972533226,0.7094883576468629,0.5742600579121498,0.4917445778846741,0.8737820386886597
7,323.3774161785841,0.7342679475560315,0.5642490575792573,0.472785621881485,0.9105777144432068
8,309.7129399627447,0.757057581702373,0.5526369183446126,0.46694254875183105,0.94562828540802
9,290.3066293746233,0.7903390223273165,0.5414994299912035,0.4867173731327057,0.9712477922439575
10,269.4862224087119,0.8250658863781332,0.5422095698246827,0.4761137366294861,0.9936568140983582
11,247.78556729853153,0.8470914931399394,0.5369578174893205,0.45600003004074097,0.9960609078407288
12,229.50078474730253,0.8687160291553453,0.5391288024608014,0.4501838982105255,0.9985628724098206
