side,quantile,threshold,signal_count,signal_ratio,active_label_mean,active_trade_return_mean,active_future_return_mean
buy,0.5,0.48681941628456116,388,0.5,0.2860824742268041,-0.0004111666381200219,-0.0003878816662259049
buy,0.6,0.5147425532341003,311,0.4007731958762887,0.3022508038585209,-0.00024469037705355975,-0.00023105154601088458
buy,0.7,0.5404415428638458,233,0.3002577319587629,0.30472103004291845,-0.000346248006910128,-0.00032337655729017413
buy,0.75,0.5599666237831116,194,0.25,0.30412371134020616,-0.0003282763471769695,-0.0004059346999981575
buy,0.8,0.5849955677986145,156,0.20103092783505155,0.2948717948717949,-0.00047698582364681273,-0.0005234077681391214
buy,0.85,0.6138198524713516,117,0.15077319587628865,0.29914529914529914,-0.00013586747182416981,-0.00019197594263732477
buy,0.9,0.6564766466617584,78,0.10051546391752578,0.3333333333333333,6.253261046704278e-05,2.6624129861620766e-05
buy,0.95,0.7071671485900879,39,0.05025773195876289,0.28205128205128205,0.00011444153301646362,3.667039577276574e-05
sell,0.5,0.5069694519042969,388,0.5,0.30670103092783507,0.00011178055266908551,0.00019108832428858444
sell,0.6,0.5899052023887634,311,0.4007731958762887,0.2829581993569132,0.00039982976862582676,0.0005119350509021642
sell,0.7,0.656408816576004,233,0.3002577319587629,0.2446351931330472,0.000924597089189888,0.001076503929965386
sell,0.75,0.7034874111413956,194,0.25,0.26288659793814434,0.00078045576505137,0.0009660627953338155
sell,0.8,0.7380120158195496,156,0.20103092783505155,0.2692307692307692,0.00045029238872075814,0.0005431457461410868
sell,0.85,0.7856838703155518,117,0.15077319587628865,0.29914529914529914,0.00014429251361451444,0.00024377660892770448
sell,0.9,0.8255860209465027,78,0.10051546391752578,0.2948717948717949,0.0003245324078582556,0.000259241478685265
sell,0.95,0.8659284859895706,39,0.05025773195876289,0.3333333333333333,-0.0009674531399907838,-0.0010117617951739522
