side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,78,0.36204374,0.34615384615384615,-0.003223312367297073,-0.0035095560845333526
buy,1,78,0.40061465,0.21794871794871795,-0.00014853924551735313,-0.00017112934795613177
buy,2,77,0.4217465,0.3246753246753247,0.0009974689025303491,0.0008647313000840769
buy,3,78,0.44149202,0.3333333333333333,9.117133553644863e-05,0.0001096208909160401
buy,4,77,0.46043727,0.33766233766233766,-5.6861095189617056e-05,-3.94436688964726e-05
buy,5,78,0.47857544,0.3333333333333333,0.00023575889353844026,0.00011857709256602897
buy,6,77,0.50064796,0.4155844155844156,7.305634345937269e-05,4.89064721933552e-05
buy,7,78,0.5243242,0.3333333333333333,-0.0016766908102758683,-0.0014515385905907786
buy,8,77,0.5620088,0.18181818181818182,-0.0015766836049781168,-0.001543569291031522
buy,9,78,0.6271758,0.34615384615384615,0.0010291682552671455,0.0009461454003594714
sell,0,78,0.21469487,0.24358974358974358,0.0013086659624216802,0.0012717808280035164
sell,1,78,0.2959657,0.3974358974358974,-0.0015019179215798788,-0.00149631998879849
sell,2,77,0.35453585,0.2727272727272727,-0.002223691293916276,-0.0022143856834923943
sell,3,78,0.40498522,0.32051282051282054,-0.00026733137674827244,-0.0007842324977884502
sell,4,77,0.44952273,0.3246753246753247,0.000884395844917536,0.0007371086565472466
sell,5,78,0.504568,0.3076923076923077,0.0011512525857506973,0.0011137591723804237
sell,6,77,0.5526628,0.35064935064935066,-0.0002456962199585263,8.602569846927632e-06
sell,7,78,0.60845935,0.3717948717948718,0.0010323581105508273,0.0007763366083356155
sell,8,77,0.682361,0.4675324675324675,-0.0029908731672284583,-0.0026873940270519727
sell,9,78,0.7883385,0.47435897435897434,-0.0014540726528023662,-0.0013972126609806772
