side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,16,0.339684452613084,0.25,-0.0009472128320895182,-0.0008091988829128025
buy,1,15,0.37011895780705634,0.26666666666666666,-0.0001807612963312148,-4.27345079723714e-05
buy,2,15,0.3918318477676822,0.26666666666666666,0.0002556691828276151,0.000199485620466211
buy,3,15,0.40846042483080525,0.3333333333333333,0.0010701444299712943,0.0010692465666294485
buy,4,15,0.42029125162890907,0.2,-0.00011838541090839853,0.0007787276111263175
buy,5,15,0.43433406832782473,0.06666666666666667,-0.0008735007959996821,-0.0008456765632448201
buy,6,15,0.4466366120875452,0.2,-0.0007989670818500105,-0.0006974742133654787
buy,7,15,0.4567477135831612,0.2,-0.000349715033590899,-0.000212293870113404
buy,8,15,0.47182289539967026,0.2,-0.00020592503134579941,-0.000178305223995238
buy,9,16,0.5055186850355196,0.1875,-0.0012567386799762423,-0.0012999207396477766
sell,0,16,0.28863905340495855,0.375,-0.00014258653697310497,-6.562624842158804e-05
sell,1,15,0.31941865691213356,0.13333333333333333,-0.00027864930640342976,-0.00016795029008351837
sell,2,15,0.3383485763134031,0.4,-0.0006103841001524168,9.143214596195974e-05
sell,3,15,0.35014313729963226,0.26666666666666666,0.0011256533045516696,0.0012343066497490173
sell,4,15,0.36111858373256145,0.4666666666666667,0.000717417301238458,0.0007171623979782771
sell,5,15,0.3775911560768101,0.5333333333333333,-0.0018463212663132925,-0.0018097042479905475
sell,6,15,0.3889086112896013,0.4,-0.000549903176521882,-0.0005404440818238321
sell,7,15,0.4083594174076954,0.3333333333333333,-0.001829413049599767,-0.0017830900677359449
sell,8,15,0.4249526419503586,0.4,-0.0008221704909203339,-0.0005355133616460561
sell,9,16,0.48636572230063874,0.3125,0.0006501941626203753,0.0006422343837872366
