model_label,epoch,train_loss,valid_loss,valid_auc,valid_prob_mean,valid_prob_max
LSTM_sell,1,0.9831004614193434,1.0065000407474558,0.4810599273217268,0.4707304537296295,0.6688939332962036
LSTM_sell,2,0.9281594663182794,1.006352390210653,0.4834108616030791,0.4704756736755371,0.6665225625038147
LSTM_sell,3,0.9128011493598784,1.0202279975733806,0.4873099721184928,0.45211756229400635,0.7153308987617493
LSTM_sell,4,0.894689663081085,1.0380887886912553,0.49493617356775776,0.4406451880931854,0.7614275813102722
LSTM_sell,5,0.8694936362862287,1.058054945518061,0.5001325984274543,0.429857462644577,0.8216812610626221
LSTM_sell,6,0.8390501901244637,1.0991383895431597,0.4970075760290713,0.4349720776081085,0.8664178252220154
LSTM_sell,7,0.8283927149376281,1.0659004283934523,0.5265161017495825,0.47381559014320374,0.9020999670028687
LSTM_sell,8,0.8004691079821935,1.0755320676823252,0.5187178807187551,0.5311976075172424,0.9457050561904907
LSTM_sell,9,0.778347981216325,1.0747004722811513,0.5560819673306144,0.4886016547679901,0.9584408402442932
LSTM_sell,10,0.7289997345254163,1.0644122472743398,0.5715637296712276,0.47729721665382385,0.9696691632270813
LSTM_sell,11,0.7106095402306813,1.1391365601844394,0.5685748894415814,0.43505191802978516,0.9769798517227173
LSTM_sell,12,0.6774093546254809,1.271993183598076,0.5460833291523018,0.3563495874404907,0.968161940574646
LSTM_sell,13,0.6413688949433622,1.3582897800760172,0.5254553143299479,0.3244030475616455,0.9868871569633484
LSTM_sell,14,0.635656710235538,1.2955415961668664,0.5272256825235273,0.37073516845703125,0.981062114238739
LSTM_sell,15,0.6067146911128642,1.250060548487398,0.5387366595230757,0.4011326730251312,0.9724294543266296
LSTM_sell,16,0.5974362283870015,1.3720956192803138,0.5327948164766089,0.38430994749069214,0.9746156930923462
LSTM_sell,17,0.5747879377240198,1.4510167701957153,0.5235344290025015,0.4023655354976654,0.9914990067481995
LSTM_sell,18,0.5685515181543845,1.2895935485043477,0.5470724417462854,0.4386073350906372,0.9856899380683899
LSTM_sell,19,0.5449448387028288,1.3086190979505323,0.5524623886352398,0.3863822817802429,0.9893622994422913
LSTM_sell,20,0.5331288398963678,1.3844781216886854,0.5419118542994145,0.34328925609588623,0.9840226173400879
