entry_time,exit_time,entry_price,exit_price,shares,position_pct,entry_buy_prob,exit_sell_prob,gross_return,net_return,exit_reason,entry_buy_threshold,exit_sell_threshold
2020-08-20 14:00:00,2020-08-20 14:15:00,72.686325,72.36380000000001,10700,0.7827437196212043,0.7957313362240436,0.288826222247654,-0.0044372170418574,-0.0074372170418574,stop_loss,0.7593238848072256,0.5588395679573952
2020-08-20 14:30:00,2020-08-20 14:40:00,72.286125,72.00398000000001,4400,0.3266834307980604,0.7645643938520631,0.2990276491841084,-0.0039031695225050234,-0.006903169522505023,stop_loss,0.7593238848072256,0.5588395679573952
2020-08-20 15:00:00,2020-08-21 09:35:00,72.11604,72.673645,13700,1.0,0.8154345312678575,0.30576904146106554,0.007732052397774414,0.004732052397774414,take_profit,0.7593238848072256,0.5588395679573952
2020-08-21 09:45:00,2020-08-21 09:55:00,72.706335,72.51372500000001,8300,0.6061961495363393,0.7836661595849042,0.45827816764137697,-0.002649150173777648,-0.005649150173777648,stop_loss,0.7593238848072256,0.5588395679573952
2020-08-21 10:10:00,2020-08-21 10:15:00,72.29613,72.11392500000001,6100,0.4475764439516906,0.7728261646452562,0.2985816923371726,-0.002520259383178569,-0.005520259383178569,stop_loss,0.7593238848072256,0.5588395679573952
2020-08-21 10:20:00,2020-08-21 10:30:00,72.14605499999999,71.88404,11900,0.8687402681839349,0.8016082992899579,0.37334003762420837,-0.003631730106379183,-0.006631730106379183,stop_loss,0.7593238848072256,0.5588395679573952
2020-08-21 13:20:00,2020-08-21 13:25:00,72.15606,71.964,6800,0.5022051650018262,0.776559465356919,0.24404789229864043,-0.0026617306987105627,-0.005661730698710563,stop_loss,0.7593238848072256,0.5588395679573952
2020-08-24 10:25:00,2020-08-24 10:30:00,71.53575,71.214375,7700,0.5643523644512851,0.7808065752923609,0.5006134374604636,-0.004492508990259991,-0.007492508990259991,stop_loss,0.7593238848072256,0.5588395679573952
2020-08-24 10:45:00,2020-08-24 11:00:00,71.31564,71.10443000000001,12300,0.8926249033506282,0.8032405638524723,0.41483614538471597,-0.0029616224435480287,-0.005961622443548029,stop_loss,0.7593238848072256,0.5588395679573952
2020-08-24 11:15:00,2020-08-24 11:25:00,71.17557,71.35430500000001,10700,0.781311350959684,0.7956334488336632,0.34957956504548354,0.0025111846663119497,-0.0004888153336880504,take_profit,0.7593238848072256,0.5588395679573952
2020-08-24 13:05:00,2020-08-24 13:10:00,71.67582,71.47424500000001,13600,1.0,0.8122874124188306,0.3203823340103831,-0.0028123152270875806,-0.005812315227087581,stop_loss,0.7593238848072256,0.5588395679573952
2020-08-24 13:15:00,2020-08-24 13:20:00,71.51574,71.294335,8800,0.65240525680302,0.7868240679109233,0.2910892912955951,-0.0030958918973640337,-0.006095891897364034,stop_loss,0.7593238848072256,0.5588395679573952
2020-08-24 13:30:00,2020-08-24 13:35:00,71.60578499999998,72.54371,6800,0.5052825874932656,0.7767697749405322,0.23280884104577665,0.0130984528694158,0.0100984528694158,take_profit,0.7593238848072256,0.5588395679573952
2020-08-25 10:05:00,2020-08-25 10:20:00,72.24610499999999,72.04396,5000,0.37437614831732025,0.767823691394328,0.4527757333643845,-0.0027980055118540514,-0.0057980055118540515,stop_loss,0.7593238848072256,0.5588395679573952
