side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,16,0.13606270928830058,0.25,4.816626470744573e-05,0.00019434537928888357
buy,1,15,0.35625123628537386,0.3333333333333333,-0.00027326822155247695,-0.0002826115944040882
buy,2,15,0.5266402377444649,0.2,-0.00017134849800330235,0.00021690527874772177
buy,3,15,0.6836315942107126,0.3333333333333333,0.0004793446109213025,0.0005253465059437283
buy,4,15,0.7570281129880948,0.2,-0.0015808008341311464,-0.0015157875150665283
buy,5,15,0.8046612444963025,0.2,-0.0008789090995542074,-0.0007970925471463349
buy,6,15,0.8417068872752527,0.06666666666666667,-0.001824675432342889,-0.001861463086185977
buy,7,15,0.8729782133744332,0.13333333333333333,0.0002561570394603363,0.00018169878874665368
buy,8,15,0.9093151349412718,0.3333333333333333,0.0022543941214755447,0.0023182917582049564
buy,9,16,0.9501742072177093,0.125,-0.0017480565800546966,-0.0010981326605770877
sell,0,16,0.049129388014686984,0.3125,0.0010961783391225458,0.001216211419548821
sell,1,15,0.10151253640060548,0.13333333333333333,0.0019273794564165744,0.001954554950237819
sell,2,15,0.1610018619554639,0.4,-0.0017215275087704522,-0.001019934735547238
sell,3,15,0.22682536660884905,0.3333333333333333,-0.0007134604019628732,-0.0006670949309201202
sell,4,15,0.3050985523144405,0.3333333333333333,-0.0004418841362819892,-0.0004602074534622469
sell,5,15,0.3916297561570933,0.4,-0.00113373469909784,-0.0011072401611867363
sell,6,15,0.47235758748014994,0.4666666666666667,-0.00032476928805864614,-0.00024128906770817248
sell,7,15,0.5379481697420949,0.2,0.0004928094377776453,0.000761206559590355
sell,8,15,0.6369980793052362,0.6,-0.001512149129065173,-0.0014108702069926796
sell,9,16,0.7952300658186839,0.4375,-0.0012133530713611257,-0.001204846230684696
