,equity,benchmark_equity,alpha_equity
2020-11-25 13:45:00,999608.0,999608.0,1000000.0
2020-11-25 13:50:00,998628.0,998628.0,1000000.0
2020-11-25 13:55:00,999118.0,999118.0,1000000.0
2020-11-25 14:00:00,999510.0,999510.0,1000000.0
2020-11-25 14:05:00,1000000.0,1000000.0,1000000.0
2020-11-25 14:10:00,999412.0,999412.0,1000000.0
2020-11-25 14:15:00,998922.0,998922.0,1000000.0
2020-11-25 14:20:00,999216.0,999216.0,1000000.0
2020-11-25 14:25:00,998628.0,998628.0,1000000.0
2020-11-25 14:30:00,997648.0,997648.0,1000000.0
2020-11-25 14:35:00,997844.0,997844.0,1000000.0
2020-11-25 14:40:00,997354.0,997354.0,1000000.0
2020-11-25 14:45:00,995394.0,995394.0,1000000.0
2020-11-25 14:50:00,995590.0,995590.0,1000000.0
2020-11-25 14:55:00,994512.0,994512.0,1000000.0
2020-11-25 15:00:00,994512.0,994512.0,1000000.0
2020-11-26 09:35:00,997844.0,997844.0,1000000.0
2020-11-26 09:40:00,995688.0,995688.0,1000000.0
2020-11-26 09:45:00,998628.0,998628.0,1000000.0
2020-11-26 09:50:00,997648.0,997648.0,1000000.0
2020-11-26 09:55:00,995198.0,995198.0,1000000.0
2020-11-26 10:00:00,996962.0,996962.0,1000000.0
2020-11-26 10:05:00,996276.0,996276.0,1000000.0
2020-11-26 10:10:00,995492.0,995492.0,1000000.0
2020-11-26 10:15:00,992846.0,992846.0,1000000.0
2020-11-26 10:20:00,992846.0,992846.0,1000000.0
2020-11-26 10:25:00,990396.0,990396.0,1000000.0
2020-11-26 10:30:00,990298.0,990298.0,1000000.0
2020-11-26 10:35:00,991376.0,991376.0,1000000.0
2020-11-26 10:40:00,992356.0,992356.0,1000000.0
2020-11-26 10:45:00,992356.0,992356.0,1000000.0
2020-11-26 10:50:00,991670.0,991670.0,1000000.0
2020-11-26 10:55:00,990200.0,990200.0,1000000.0
2020-11-26 11:00:00,989612.0,989612.0,1000000.0
2020-11-26 11:05:00,991866.0,991866.0,1000000.0
2020-11-26 11:10:00,992846.0,992846.0,1000000.0
2020-11-26 11:15:00,992944.0,992944.0,1000000.0
2020-11-26 11:20:00,991866.0,991866.0,1000000.0
2020-11-26 11:25:00,991180.0,991180.0,1000000.0
2020-11-26 11:30:00,991866.0,991866.0,1000000.0
2020-11-26 13:05:00,991964.0,991964.0,1000000.0
2020-11-26 13:10:00,992258.0,992258.0,1000000.0
2020-11-26 13:15:00,992552.0,992552.0,1000000.0
2020-11-26 13:20:00,992062.0,992062.0,1000000.0
2020-11-26 13:25:00,992062.0,992062.0,1000000.0
2020-11-26 13:30:00,991503.206954,991572.0,999931.206954
2020-11-26 13:35:00,990753.206954,990592.0,1000161.206954
2020-11-26 13:40:00,990753.206954,990592.0,1000161.206954
2020-11-26 13:45:00,990603.206954,990396.0,1000207.206954
2020-11-26 13:50:00,990753.206954,990592.0,1000161.206954
2020-11-26 13:55:00,990678.206954,990494.0,1000184.206954
2020-11-26 14:00:00,990453.206954,990200.0,1000253.206954
2020-11-26 14:05:00,990003.206954,989612.0,1000391.206954
2020-11-26 14:10:00,988915.173299,988730.0,1000185.173299
2020-11-26 14:15:00,988915.173299,988730.0,1000185.173299
2020-11-26 14:20:00,988425.173299,988240.0,1000185.173299
2020-11-26 14:25:00,987347.173299,987162.0,1000185.173299
2020-11-26 14:30:00,986465.173299,986280.0,1000185.173299
2020-11-26 14:35:00,981467.173299,981282.0,1000185.173299
2020-11-26 14:40:00,980781.173299,980596.0,1000185.173299
2020-11-26 14:45:00,981761.173299,981576.0,1000185.173299
2020-11-26 14:50:00,979997.173299,979812.0,1000185.173299
2020-11-26 14:55:00,979409.173299,979224.0,1000185.173299
2020-11-26 15:00:00,979409.173299,979224.0,1000185.173299
2020-11-27 09:35:00,982349.173299,982164.0,1000185.173299
2020-11-27 09:40:00,983329.173299,983144.0,1000185.173299
2020-11-27 09:45:00,980977.173299,980792.0,1000185.173299
2020-11-27 09:50:00,979605.173299,979420.0,1000185.173299
2020-11-27 09:55:00,981663.173299,981478.0,1000185.173299
2020-11-27 10:00:00,983329.173299,983144.0,1000185.173299
2020-11-27 10:05:00,987445.173299,987260.0,1000185.173299
2020-11-27 10:10:00,986759.173299,986574.0,1000185.173299
2020-11-27 10:15:00,984995.173299,984810.0,1000185.173299
2020-11-27 10:20:00,984701.173299,984516.0,1000185.173299
2020-11-27 10:25:00,983427.173299,983242.0,1000185.173299
2020-11-27 10:30:00,983525.173299,983340.0,1000185.173299
2020-11-27 10:35:00,983427.173299,983242.0,1000185.173299
2020-11-27 10:40:00,984309.173299,984124.0,1000185.173299
2020-11-27 10:45:00,982055.173299,981870.0,1000185.173299
2020-11-27 10:50:00,982055.173299,981870.0,1000185.173299
2020-11-27 10:55:00,979997.173299,979812.0,1000185.173299
2020-11-27 11:00:00,980781.173299,980596.0,1000185.173299
2020-11-27 11:05:00,981467.173299,981282.0,1000185.173299
2020-11-27 11:10:00,980879.173299,980694.0,1000185.173299
2020-11-27 11:15:00,980095.173299,979910.0,1000185.173299
2020-11-27 11:20:00,979213.173299,979028.0,1000185.173299
2020-11-27 11:25:00,979507.173299,979322.0,1000185.173299
2020-11-27 11:30:00,978135.173299,977950.0,1000185.173299
2020-11-27 13:05:00,977547.173299,977362.0,1000185.173299
2020-11-27 13:10:00,977351.173299,977166.0,1000185.173299
2020-11-27 13:15:00,976763.173299,976578.0,1000185.173299
2020-11-27 13:20:00,978331.173299,978146.0,1000185.173299
2020-11-27 13:25:00,979507.173299,979322.0,1000185.173299
2020-11-27 13:30:00,979213.173299,979028.0,1000185.173299
2020-11-27 13:35:00,978625.173299,978440.0,1000185.173299
2020-11-27 13:40:00,977449.173299,977264.0,1000185.173299
2020-11-27 13:45:00,978037.173299,977852.0,1000185.173299
2020-11-27 13:50:00,978625.173299,978440.0,1000185.173299
2020-11-27 13:55:00,979115.173299,978930.0,1000185.173299
2020-11-27 14:00:00,979115.173299,978930.0,1000185.173299
2020-11-27 14:05:00,978527.173299,978342.0,1000185.173299
2020-11-27 14:10:00,977851.900771,977754.0,1000097.900771
2020-11-27 14:15:00,977704.900771,977460.0,1000244.900771
2020-11-27 14:20:00,978390.900771,978832.0,999558.900771
2020-11-27 14:25:00,978978.900771,980008.0,998970.900771
2020-11-27 14:30:00,979183.7972845,980890.0,998293.7972845
2020-11-27 14:35:00,980065.7972845,981772.0,998293.7972845
2020-11-27 14:40:00,980457.7972845,982164.0,998293.7972845
2020-11-27 14:45:00,979379.7972845,981086.0,998293.7972845
2020-11-27 14:50:00,978987.7972845,980694.0,998293.7972845
2020-11-27 14:55:00,980457.7972845,982164.0,998293.7972845
2020-11-27 15:00:00,980359.7972845,982066.0,998293.7972845
2020-11-30 09:35:00,971245.7972845,972952.0,998293.7972845
2020-11-30 09:40:00,968599.7972845,970306.0,998293.7972845
2020-11-30 09:45:00,972323.7972845,974030.0,998293.7972845
2020-11-30 09:50:00,973009.7972845,974716.0,998293.7972845
2020-11-30 09:55:00,976145.7972845,977852.0,998293.7972845
2020-11-30 10:00:00,979967.7972845,981674.0,998293.7972845
2020-11-30 10:05:00,982809.7972845,984516.0,998293.7972845
2020-11-30 10:10:00,985553.7972845,987260.0,998293.7972845
2020-11-30 10:15:00,984181.7972845,985888.0,998293.7972845
2020-11-30 10:20:00,983985.7972845,985692.0,998293.7972845
2020-11-30 10:25:00,984867.7972845,986574.0,998293.7972845
2020-11-30 10:30:00,983985.7972845,985692.0,998293.7972845
2020-11-30 10:35:00,983593.7972845,985300.0,998293.7972845
2020-11-30 10:40:00,983397.7972845,985104.0,998293.7972845
2020-11-30 10:45:00,983789.7972845,985496.0,998293.7972845
2020-11-30 10:50:00,984181.7972845,985888.0,998293.7972845
2020-11-30 10:55:00,982221.7972845,983928.0,998293.7972845
2020-11-30 11:00:00,983691.7972845,985398.0,998293.7972845
2020-11-30 11:05:00,993197.7972845,994904.0,998293.7972845
2020-11-30 11:10:00,993589.7972845,995296.0,998293.7972845
2020-11-30 11:15:00,994373.7972845,996080.0,998293.7972845
2020-11-30 11:20:00,993981.7972845,995688.0,998293.7972845
2020-11-30 11:25:00,993883.7972845,995590.0,998293.7972845
2020-11-30 11:30:00,993785.7972845,995492.0,998293.7972845
2020-11-30 13:05:00,992511.7972845,994218.0,998293.7972845
2020-11-30 13:10:00,991531.7972845,993238.0,998293.7972845
2020-11-30 13:15:00,989865.7972845,991572.0,998293.7972845
2020-11-30 13:20:00,990845.7972845,992552.0,998293.7972845
2020-11-30 13:25:00,990649.7972845,992356.0,998293.7972845
2020-11-30 13:30:00,989669.7972845,991376.0,998293.7972845
2020-11-30 13:35:00,988787.7972845,990494.0,998293.7972845
2020-11-30 13:40:00,988591.7972845,990298.0,998293.7972845
2020-11-30 13:45:00,989375.7972845,991082.0,998293.7972845
2020-11-30 13:50:00,989571.7972845,991278.0,998293.7972845
2020-11-30 13:55:00,988885.7972845,990592.0,998293.7972845
2020-11-30 14:00:00,987905.7972845,989612.0,998293.7972845
2020-11-30 14:05:00,987611.7972845,989318.0,998293.7972845
2020-11-30 14:10:00,988003.7972845,989710.0,998293.7972845
2020-11-30 14:15:00,985063.7972845,986770.0,998293.7972845
2020-11-30 14:20:00,982515.7972845,984222.0,998293.7972845
2020-11-30 14:25:00,984181.7972845,985888.0,998293.7972845
2020-11-30 14:30:00,982809.7972845,984516.0,998293.7972845
2020-11-30 14:35:00,981829.7972845,983536.0,998293.7972845
2020-11-30 14:40:00,981045.7972845,982752.0,998293.7972845
2020-11-30 14:45:00,981339.7972845,983046.0,998293.7972845
2020-11-30 14:50:00,982123.7972845,983830.0,998293.7972845
2020-11-30 14:55:00,982711.7972845,984418.0,998293.7972845
2020-11-30 15:00:00,983495.7972845,985202.0,998293.7972845
2020-12-01 09:35:00,978497.7972845,980204.0,998293.7972845
2020-12-01 09:40:00,980163.7972845,981870.0,998293.7972845
2020-12-01 09:45:00,976341.7972845,978048.0,998293.7972845
2020-12-01 09:50:00,975851.7972845,977558.0,998293.7972845
2020-12-01 09:55:00,977419.7972845,979126.0,998293.7972845
2020-12-01 10:00:00,977713.7972845,979420.0,998293.7972845
2020-12-01 10:05:00,975949.7972845,977656.0,998293.7972845
2020-12-01 10:10:00,975361.7972845,977068.0,998293.7972845
2020-12-01 10:15:00,976733.7972845,978440.0,998293.7972845
2020-12-01 10:20:00,976243.7972845,977950.0,998293.7972845
2020-12-01 10:25:00,978791.7972845,980498.0,998293.7972845
2020-12-01 10:30:00,978693.7972845,980400.0,998293.7972845
2020-12-01 10:35:00,976635.7972845,978342.0,998293.7972845
2020-12-01 10:40:00,976145.7972845,977852.0,998293.7972845
2020-12-01 10:45:00,976929.7972845,978636.0,998293.7972845
2020-12-01 10:50:00,975655.7972845,977362.0,998293.7972845
2020-12-01 10:55:00,975949.7972845,977656.0,998293.7972845
2020-12-01 11:00:00,975949.7972845,977656.0,998293.7972845
2020-12-01 11:05:00,975361.7972845,977068.0,998293.7972845
2020-12-01 11:10:00,977125.7972845,978832.0,998293.7972845
2020-12-01 11:15:00,976929.7972845,978636.0,998293.7972845
2020-12-01 11:20:00,975851.7972845,977558.0,998293.7972845
2020-12-01 11:25:00,975655.7972845,977362.0,998293.7972845
2020-12-01 11:30:00,976047.7972845,977754.0,998293.7972845
2020-12-01 13:05:00,976929.7972845,978636.0,998293.7972845
2020-12-01 13:10:00,977027.7972845,978734.0,998293.7972845
2020-12-01 13:15:00,976635.7972845,978342.0,998293.7972845
2020-12-01 13:20:00,976635.7972845,978342.0,998293.7972845
2020-12-01 13:25:00,977811.7972845,979518.0,998293.7972845
2020-12-01 13:30:00,977419.7972845,979126.0,998293.7972845
2020-12-01 13:35:00,978595.7972845,980302.0,998293.7972845
2020-12-01 13:40:00,979477.7972845,981184.0,998293.7972845
2020-12-01 13:45:00,978889.7972845,980596.0,998293.7972845
2020-12-01 13:50:00,980849.7972845,982556.0,998293.7972845
2020-12-01 13:55:00,980359.7972845,982066.0,998293.7972845
2020-12-01 14:00:00,980849.7972845,982556.0,998293.7972845
2020-12-01 14:05:00,978987.7972845,980694.0,998293.7972845
2020-12-01 14:10:00,979477.7972845,981184.0,998293.7972845
2020-12-01 14:15:00,980163.7972845,981870.0,998293.7972845
2020-12-01 14:20:00,979379.7972845,981086.0,998293.7972845
2020-12-01 14:25:00,980947.7972845,982654.0,998293.7972845
2020-12-01 14:30:00,979967.7972845,981674.0,998293.7972845
2020-12-01 14:35:00,980555.7972845,982262.0,998293.7972845
2020-12-01 14:40:00,980751.7972845,982458.0,998293.7972845
2020-12-01 14:45:00,979575.7972845,981282.0,998293.7972845
2020-12-01 14:50:00,979379.7972845,981086.0,998293.7972845
