,0
threshold,0.5121064573526383
horizon,9
round_trip_cost,0.003
trade_count,60
win_rate,0.43333333333333335
gross_return_mean,0.0010359554704852817
net_return_mean,-0.001964044529514719
gross_return_median,0.0007192827632223064
net_return_median,-0.0022807172367776936
total_return,-0.12171517076199223
max_drawdown,-0.22712224634361822
per_trade_sharpe,-0.09761343381439659
trades_per_year,78.27950587885101
bar_annualized_sharpe,-10.5205366149932
sharpe,-0.8636417491499194
avg_pred_prob,0.5282698492209117
positive_label_rate,0.5833333333333334
buy_label_rate,0.45
selected_by,validation_net_return_mean
selected_quantile,0.95
