prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,trade_return_median
0,1014,0.39731982,0.22879684,0.00010310896500188107,-0.0005253480068466709
1,1014,0.5044337,0.2613412,0.00030816346619441805,-0.00047776987643216584
2,1014,0.53903085,0.30078897,0.0008065360558807716,-0.00028991762757385464
3,1014,0.56052715,0.3106509,-2.6890496742982812e-05,-0.0008674552724018403
4,1014,0.5795454,0.32544377,0.001077842319786642,-0.00026449064620065466
5,1013,0.59871185,0.3129319,0.00029627159905606183,-0.0006770990069212557
6,1014,0.618458,0.3402367,0.0005076617027198803,-0.0002300904759323652
7,1014,0.63988715,0.30473372,0.00040622564789211167,-0.0010697591562145448
8,1014,0.6638619,0.3530572,0.0012229108685904975,-0.0005586457931894828
9,1014,0.69845825,0.38757396,0.00041011932803414295,-0.0005461051007786266
