epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,399.3166990876198,0.577651588575811,0.5656059052555025,0.3725908696651459,0.5917618870735168
2,394.8254771232605,0.5953154228687974,0.5729261840908616,0.3706100583076477,0.6043607592582703
3,392.30423152446747,0.6134110175888372,0.5706764809063593,0.3657713234424591,0.6542402505874634
4,388.93400925397873,0.6338655176120996,0.5643208497462128,0.3630208671092987,0.7126299142837524
5,384.8225268125534,0.6655587022367941,0.549025349001832,0.35835254192352295,0.8307964205741882
6,377.97841811180115,0.6830703092805986,0.5386979356113344,0.3487592935562134,0.7146021723747253
7,368.39123487472534,0.7143298228076117,0.5173584034481207,0.35348573327064514,0.8797591328620911
8,354.5461510717869,0.7447272954389808,0.5203987029491174,0.36067789793014526,0.9717222452163696
9,337.038877427578,0.7799897809507284,0.5045753196379336,0.3173121213912964,0.9742643237113953
10,316.92303451895714,0.8070236167700483,0.5101912217556877,0.32738161087036133,0.9947866201400757
11,298.5266981124878,0.8313379959701704,0.5014363221194899,0.3155798614025116,0.9989125728607178
12,279.19997468590736,0.8545093575226739,0.4919180472652164,0.31634262204170227,0.9946413040161133
