epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,401.31627160310745,0.579009097664074,0.5651207063880375,0.3677749037742615,0.4982793629169464
2,396.7138975262642,0.59146972151141,0.5702715298664874,0.361611008644104,0.4947485327720642
3,394.6676552891731,0.6067199674499341,0.5663272553886388,0.3581726849079132,0.5387171506881714
4,391.8614487051964,0.6229630809740243,0.5612532207417882,0.3509228825569153,0.6508851051330566
5,388.4650396704674,0.6394794957278328,0.5597327216899266,0.3525131344795227,0.7802318930625916
6,383.4390217065811,0.6573246061878106,0.556588114582864,0.36614882946014404,0.91780686378479
7,376.59131503105164,0.679333664737167,0.5464488235672458,0.36799341440200806,0.9689384698867798
8,367.91617572307587,0.7011935969756565,0.5288629150331895,0.364151269197464,0.9846770167350769
9,357.56623500585556,0.7308958280089131,0.5194609360716834,0.3402005732059479,0.9813341498374939
10,343.90159845352173,0.7600281681656568,0.5157776043505147,0.3457237184047699,0.9884632229804993
11,328.2206165790558,0.7888835379125104,0.5110559458231687,0.3343935012817383,0.9974601864814758
12,313.3280038237572,0.8100076607841131,0.50593489674466,0.29772818088531494,0.9828084111213684
