leg_type,entry_time,exit_time,entry_price,exit_price,shares,position_pct,entry_prob,exit_prob,gross_return,net_return,exit_reason
sell_first,2020-11-26 13:35:00,2020-11-26 14:15:00,59.87005,59.629799999999996,1300,0.26246810716390945,0.8081600666046143,0.5352143049240112,0.004029025755578619,0.001029025755578619,take_profit_buyback
sell_first,2020-11-27 14:50:00,2020-11-27 15:00:00,58.780595000000005,58.969469999999994,1500,0.3016772404522491,0.8140317797660828,0.43421709537506104,-0.003202928566256258,-0.006202928566256258,stop_loss_buyback
sell_first,2020-11-30 13:40:00,2020-11-30 14:20:00,59.760105,59.439705,1700,0.35726838911973186,0.8223567605018616,0.41720476746559143,0.005390336308028543,0.0023903363080285426,take_profit_buyback
sell_first,2020-12-07 13:15:00,2020-12-07 13:20:00,60.399785,60.600285,2300,0.48176358643772854,0.8410003781318665,0.4591406583786011,-0.003308565298001498,-0.006308565298001498,stop_loss_buyback
sell_first,2020-12-07 13:55:00,2020-12-07 14:10:00,60.549710000000005,60.85041,4900,1.0,0.9233836531639099,0.3960258960723877,-0.004941626523140785,-0.007941626523140784,stop_loss_buyback
sell_first,2020-12-08 14:35:00,2020-12-08 15:00:00,60.909530000000004,60.99048,1300,0.26928655040743094,0.8091811537742615,0.48762425780296326,-0.0013272563193468256,-0.004327256319346826,end_of_day_buyback
sell_first,2020-12-09 09:40:00,2020-12-09 10:00:00,60.77959500000001,60.43019999999999,2000,0.4242949877218137,0.8323942422866821,0.4906110465526581,0.005781794533197271,0.002781794533197271,take_profit_buyback
sell_first,2020-12-10 13:35:00,2020-12-10 14:00:00,61.03946500000001,60.75035999999999,1400,0.28919739176270287,0.8121628761291504,0.3941603899002075,0.004758901840252738,0.0017589018402527383,take_profit_buyback
sell_first,2020-12-10 14:05:00,2020-12-10 15:00:00,60.849560000000004,61.030499999999996,3000,0.6176110479663213,0.861344039440155,0.4375865161418915,-0.002964747134629242,-0.005964747134629242,end_of_day_buyback
sell_first,2020-12-11 09:40:00,2020-12-11 09:45:00,60.689640000000004,60.93044999999999,4900,0.999534617666074,0.918538510799408,0.4454694390296936,-0.003952211086574731,-0.006952211086574731,stop_loss_buyback
sell_first,2020-12-16 13:50:00,2020-12-16 13:55:00,54.882545,55.36767,1900,0.3520440072380867,0.8215743899345398,0.4234554171562195,-0.008761882159751266,-0.011761882159751266,stop_loss_buyback
sell_first,2020-12-16 14:30:00,2020-12-16 14:40:00,55.782095000000005,55.557764999999996,2800,0.5349984696214891,0.848972499370575,0.47457486391067505,0.004037779417512821,0.0010377794175128211,take_profit_buyback
