feature,importance
parkinson_vol_5,0.035294854332752514
bar_in_day,0.035015630853796026
bar_in_day_pct,0.03251721955905246
range_mean_5,0.03248717844263227
range_mean_10,0.03130332146372405
parkinson_vol_10,0.03039510620462424
range_mean_48,0.02418311086289713
vol_10,0.023352663779586984
vol_5,0.02247421752756905
range_mean_20,0.020363343783071884
parkinson_vol_48,0.02026267808387876
bar_range,0.01927957445633428
parkinson_vol_20,0.019201217536929036
vol_48,0.01746734323538118
vol_20,0.01418742621975156
range_vol_10,0.01290008234509348
range_vol_5,0.011348938171809323
range_vol_20,0.010974489895316492
signed_volume,0.008913107562855616
log_volume_ratio_48,0.008667803450421473
amount_ratio_48,0.00864084844819826
log_amount_ratio_48,0.008582031277630834
vwap_roll_dev_20,0.008537888706224966
is_close_30min,0.0084567900980707
range_vol_48,0.008248606297789713
vwap_spread_48_day,0.007818216997257096
volume_ratio_48,0.00781272809354976
vwap_cum_slope_3,0.007420283333531767
log_volume_ratio_20,0.006792900697766711
amount_ratio_20,0.006458871706209578
volume_ratio_20,0.006237814455306954
vwap_cum_slope_6,0.006084189469193839
ma_dev_20,0.006036470148229026
vwap_roll_dev_10,0.005789596780819107
vwap_roll_slope_48,0.005371028695960585
log_amount_ratio_20,0.005177336577858323
signed_amount,0.005153933436058452
range_per_volume_48,0.005137883743104331
vol_ratio_10_48,0.005089135097946591
amihud_48,0.005069992159017254
ma_dev_10,0.005016267449362957
range_per_volume_10,0.00497218437497789
ret_volume_sum_10,0.004914764592662927
mom_10_48,0.0048865966223955405
amihud_20,0.004661396756543132
log_volume_same_bar_ratio,0.004644770457303553
ma_slope_48,0.004594119147610461
range_per_volume,0.004581387071106861
ret_48,0.004518620283985403
vol_zscore_10_48,0.00446675216038129
ma_slope_5,0.004433308706727098
amihud_10,0.004371386441207404
ret_amount_sum_10,0.004329460381863515
ma_gap_10_48,0.004320269493447384
volume_ratio_10,0.00431731565428354
log_ret_48,0.00426519518311269
signed_volume_mean_20,0.0042184328811534855
ret_amount_sum_20,0.004166865097759469
vwap_roll_dev_48,0.004163590326824418
vol_zscore_20_48,0.00412840974781643
ret_volume_sum_5,0.0040998599345204246
signed_volume_sum_20,0.00401536831105523
up_amount_ratio_mean_5,0.0039770192440737265
vwap_dev_day,0.00390209354700597
up_amount_ratio_mean_10,0.0038804715841235585
signed_amount_sum_20,0.0038513123447762093
ma_gap_5_20,0.003788095708440218
log_ret_20,0.0037826624303420415
volume_same_bar_ratio,0.003773122311149192
vol_zscore_5_48,0.0037501088052610825
amount_ratio_10,0.003735221424772095
intraday_range_position,0.003730823321540828
vwap_roll_slope_20,0.003702214684323665
ret_amount_sum_5,0.003693921126960423
ret_5,0.003675579794256981
ret_20,0.0036374502191330966
clv_sum_48,0.003608324469768187
vwap_spread_20_day,0.0036046399512305247
log_volume_ratio_10,0.003594380437970904
range_per_volume_20,0.003568230205979542
down_amount_ratio_mean_10,0.003564615239614444
log_amount_ratio_10,0.003552950814103682
down_volume_ratio_mean_20,0.0035512221034737436
up_amount_ratio_mean_20,0.003523669270432152
signed_amount_mean_20,0.0035017531629341386
ma_dev_48,0.003472178795978081
log_amount_same_bar_ratio,0.0034665795258626
signed_volume_mean_48,0.003444594625428233
down_amount_ratio_mean_20,0.0034221718796949826
log_ret_5,0.0034195843668523283
clv_sum_20,0.003416872442067308
ma_slope_10,0.003396038934488575
ma_slope_20,0.003395875482672989
price_zscore_48,0.0033872498494420394
ret_volume_sum_20,0.003379319408901416
vol_zscore_10_20,0.003372640124948647
ret_volume,0.003346226311235037
amount_same_bar_ratio,0.0033429541468336594
clv_volume_sum_20,0.0033315976610384817
log_amount_ratio_5,0.0033281355102895488
