prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,trade_return_median
0,1013,0.24275915,1.0088845014807502,0.00014820574740148662,-0.00011235955056188018
1,1012,0.30540523,0.9990118577075099,0.00015995157776610547,-9.891296850678133e-05
2,1012,0.34059852,0.9179841897233202,-0.00016881966178020354,-0.00032734609700485473
3,1013,0.37052208,0.9259624876604146,-9.018450372523659e-05,-0.00015662933667470735
4,1012,0.39760178,0.9624505928853755,0.00011789729798570943,-0.0001895996394534749
5,1012,0.42154253,0.9624505928853755,-3.597159448843644e-05,-0.00024358028709375867
6,1013,0.44299483,0.9615004935834156,-8.843294477923119e-05,-0.0001935858553268055
7,1012,0.46604097,1.0187747035573123,0.0006717089938250089,0.0001929312289699059
8,1012,0.49502864,0.9812252964426877,0.0003665827180604077,-8.218410721866354e-05
9,1013,0.545427,0.9378084896347483,0.000208388774386326,-0.0004553215708593683
