epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,388.73045989871025,0.6364873668784745,0.639270881988208,0.3832647204399109,0.6536954045295715
2,384.07388800382614,0.6410814754166444,0.6379318003534737,0.3775184750556946,0.6390124559402466
3,382.21670961380005,0.64767537392687,0.6384365923456462,0.374902606010437,0.6421985626220703
4,380.53844144940376,0.6543773347809836,0.6363373630139881,0.3744601011276245,0.626558780670166
5,378.4434242248535,0.6633354941293037,0.6333893688259608,0.3673238158226013,0.6641530990600586
6,375.66369676589966,0.6772921927748015,0.6261860348509427,0.36827248334884644,0.7086058855056763
7,371.7713988125324,0.6911143347038546,0.618978174262672,0.3622589111328125,0.7750065326690674
8,366.5690634250641,0.7113674966923565,0.6027805343691816,0.35535576939582825,0.8371095657348633
9,359.4201818704605,0.7350985553162582,0.5947327631790355,0.34959864616394043,0.8696910738945007
10,349.7891683578491,0.7599973882965784,0.5817451387406962,0.3358994424343109,0.9186811447143555
11,339.7295177280903,0.7816656544980985,0.5783267249754145,0.34217727184295654,0.9045650362968445
