side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,16,0.06140778,0.5,0.000787472881630974,0.0007201170105734164
buy,1,15,0.09824346,0.06666666666666667,-0.0023442539196173303,-0.0021974930727995576
buy,2,15,0.12967601,0.06666666666666667,0.00029524711468943053,0.0002500634030831783
buy,3,15,0.15447353,0.13333333333333333,-0.0022806076167371995,-0.0025537694332401716
buy,4,15,0.18449391,0.13333333333333333,-0.0026440691531960012,-0.0026891676601380034
buy,5,15,0.21987015,0.13333333333333333,-0.0015616515361525677,-0.0015885157117938068
buy,6,15,0.25009456,0.4,5.0279154937123614e-05,9.46157215050203e-05
buy,7,15,0.278381,0.13333333333333333,-0.0014709514725939955,-0.0014881056750909894
buy,8,15,0.32134143,0.26666666666666666,0.003568515150235796,0.003017379898215659
buy,9,16,0.510765,0.25,-0.0015189366398562498,-0.0019817975076760197
sell,0,16,0.1547563,0.3125,-0.0025050793868177587,-0.0030260090191484568
sell,1,15,0.22801086,0.4666666666666667,-0.0022905893936672195,-0.0023616062406327963
sell,2,15,0.28650185,0.3333333333333333,-0.0010978307679190133,-0.0009417768154864836
sell,3,15,0.32512647,0.3333333333333333,-0.0010615274769854835,-0.0012901514562282243
sell,4,15,0.3717309,0.26666666666666666,0.00048564658670078307,-0.00019165637007283464
sell,5,15,0.4063842,0.4,-0.001386664031784283,-0.0014871232714838737
sell,6,15,0.44590598,0.2,0.0019182193516421142,0.0019995157551640757
sell,7,15,0.48089695,0.4,-0.00022555782571724857,-0.0001541885409162817
sell,8,15,0.52919066,0.3333333333333333,-0.0004219200336776844,-0.00044877377672908705
sell,9,16,0.6095102,0.25,-0.0003894487654950568,-0.0003724513034602389
