side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,16,0.1874386217986342,0.1875,-0.00010646828697565697,-6.47504078759853e-05
buy,1,15,0.20958288138322645,0.13333333333333333,-0.001270375931773704,-0.0012704679837242624
buy,2,15,0.22930249047249593,0.13333333333333333,-0.002903042176152848,-0.0030022448407637237
buy,3,15,0.26254323531820833,0.13333333333333333,-0.0013795580100771346,-0.0013974478316833702
buy,4,15,0.2979145926258192,0.2,-0.0006209901253629412,-0.0007212866502170531
buy,5,15,0.3571643928150038,0.0,-0.0011074521021305832,-0.0018455584779385025
buy,6,15,0.45189490462936244,0.4666666666666667,0.0008812449703056983,0.000935185038365575
buy,7,15,0.541272007106618,0.13333333333333333,-0.0010306667313237853,-0.0010398706485229559
buy,8,15,0.6143249810144734,0.4666666666666667,0.0013486413576270673,0.0014024737900991977
buy,9,16,0.6739163496072061,0.25,-0.000911208155199475,-0.0013992190822330955
sell,0,16,0.34085560211454935,0.125,-2.5946794402945117e-05,-0.0005062990031547768
sell,1,15,0.39174284335065057,0.2,0.0018961754576827103,0.0018891148947087248
sell,2,15,0.4100911989628338,0.26666666666666666,-0.0004507000045107956,-0.0004160566615281747
sell,3,15,0.4267280610313072,0.2,-0.0004872260647660257,-0.0005408170458729433
sell,4,15,0.4441782358695109,0.4666666666666667,0.0010268824243844824,0.0004487344340493878
sell,5,15,0.45580657989895756,0.4,-0.0020079355448272772,-0.0019604910935769066
sell,6,15,0.4659650636310529,0.4,-0.0009873940317250752,-0.0009868211742951013
sell,7,15,0.48265168420669957,0.26666666666666666,-0.0009908896746998316,-0.0009633578954254836
sell,8,15,0.5054621816143109,0.3333333333333333,-0.0007863067347611515,-0.0008050600471757023
sell,9,16,0.5471309209764313,0.625,-0.004080608937458374,-0.004336854563768894
