side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,16,0.29099804029770865,0.125,-0.0010654930191642403,-0.0008438874865430018
buy,1,15,0.32444410782512395,0.3333333333333333,-0.00031955604265853456,-0.00030101506521792813
buy,2,15,0.3432353701779862,0.3333333333333333,0.0009092156245394204,0.0009021945979479584
buy,3,15,0.35554208419428873,0.2,-0.0006768277459623533,-0.0012071166719963703
buy,4,15,0.3652676715845918,0.06666666666666667,-0.002818469128136473,-0.002854762266242217
buy,5,15,0.37417997662889574,0.2,-0.0018391653536401931,-0.0020493522358432975
buy,6,15,0.38498720851062507,0.13333333333333333,-0.0003736701211302762,-0.0009702568970873256
buy,7,15,0.4009815621284594,0.13333333333333333,-0.0013715788059842785,-0.0014727502315055115
buy,8,15,0.42365054661693863,0.2,-0.000517185943071367,-0.0005884661744581576
buy,9,16,0.47774492626681786,0.375,0.0009150404211976937,0.0008820811277005652
sell,0,16,0.3408556021145493,0.125,-2.5946794402945117e-05,-0.0005062990031547768
sell,1,15,0.39174284335065057,0.2,0.0018961754576827103,0.0018891148947087248
sell,2,15,0.41009119896283386,0.26666666666666666,-0.0004507000045107956,-0.0004160566615281747
sell,3,15,0.4267280610313073,0.2,-0.0004872260647660257,-0.0005408170458729433
sell,4,15,0.44417823586951094,0.4666666666666667,0.0010268824243844824,0.0004487344340493878
sell,5,15,0.45580657989895756,0.4,-0.0020079355448272772,-0.0019604910935769066
sell,6,15,0.46596506363105294,0.4,-0.0009873940317250752,-0.0009868211742951013
sell,7,15,0.4826516842066996,0.26666666666666666,-0.0009908896746998316,-0.0009633578954254836
sell,8,15,0.505462181614311,0.3333333333333333,-0.0007863067347611515,-0.0008050600471757023
sell,9,16,0.5471309209764313,0.625,-0.004080608937458374,-0.004336854563768894
