epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,401.5801241993904,0.5799553555427271,0.566335358414562,0.36456766724586487,0.47869372367858887
2,396.83310651779175,0.593045452144864,0.5678854419516949,0.3557993769645691,0.534162163734436
3,394.6070037484169,0.6064209413514838,0.5665743765776634,0.35317155718803406,0.5769822597503662
4,391.70218765735626,0.6259056136109131,0.5531992139051977,0.347959041595459,0.6295157670974731
5,388.34774762392044,0.6461994798075164,0.5512066502884255,0.3503722548484802,0.6731873750686646
6,383.1233936548233,0.6618454248318543,0.5459074401477587,0.3675796091556549,0.8372800350189209
7,376.1367164850235,0.6822634524114661,0.5299688725635425,0.37060418725013733,0.9468682408332825
8,367.38510859012604,0.7074827999662208,0.5255683175400294,0.38271743059158325,0.9824624061584473
9,354.7240660190582,0.7373780714509017,0.511673759346545,0.3863660991191864,0.988255500793457
10,341.86797720193863,0.7706729761405482,0.49813854081046804,0.3471617102622986,0.9956139326095581
11,326.2554300427437,0.7984826894828067,0.49304180080972865,0.34150928258895874,0.9978540539741516
12,308.5415463447571,0.8166664174137951,0.48537682362396695,0.29086416959762573,0.999512791633606
