epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,385.22929361462593,0.6656954595773935,0.6698583911972477,0.38894224166870117,0.5989790558815002
2,378.90246096253395,0.6711352933631961,0.669325379051437,0.37555480003356934,0.605932891368866
3,376.7201405763626,0.6775828317550846,0.6684823668426033,0.3683735132217407,0.6276785731315613
4,374.3762339055538,0.6830860419581029,0.6683988340570078,0.36550894379615784,0.6621736288070679
5,372.65411445498466,0.6895300939359628,0.6672098877609045,0.35605841875076294,0.6680764555931091
6,369.91738283634186,0.6969197512341645,0.6664782157441224,0.3588496446609497,0.7237265110015869
7,366.74067094922066,0.7065363428205671,0.6624763540299676,0.3543122410774231,0.7367692589759827
8,362.82668793201447,0.7192432053458634,0.6583143924170143,0.3485523760318756,0.7472623586654663
9,357.4953128993511,0.7329930027191692,0.6503585718071818,0.34406009316444397,0.7780855298042297
10,350.75063478946686,0.7540971806820074,0.6399059169848855,0.3483984172344208,0.8232229351997375
11,342.35388004779816,0.7668998238434398,0.6313075130968463,0.33738604187965393,0.8130524754524231
