prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,trade_return_median
0,1015,0.23644662,1.005911330049261,0.00010533076753651549,-8.827683615819648e-05
1,1014,0.32399222,0.9960552268244576,2.564183688745741e-05,-8.154071418814413e-05
2,1014,0.36488822,0.9980276134122288,5.279051366748168e-05,-8.620320027485917e-05
3,1015,0.3937239,0.9714285714285714,1.1041122863359746e-05,-0.00011104941699047188
4,1014,0.41837233,0.9714003944773175,3.7211784501200424e-06,-0.00026154477159451295
5,1014,0.439638,0.985207100591716,0.00011763359874144166,-8.65781713964564e-05
6,1015,0.458705,0.9970443349753695,0.00011168833731347692,0.0
7,1014,0.47708178,0.9506903353057199,-8.761245276195416e-05,-0.0003085632298128749
8,1014,0.49801418,1.0019723865877712,0.0003564306347507831,0.0
9,1015,0.53142416,0.9862068965517241,9.650899024360667e-05,-0.00019603999215833667
