side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,16,0.1851028948423219,0.1875,-0.00010646828697565697,-6.47504078759853e-05
buy,1,15,0.20800206235125962,0.13333333333333333,-0.001270375931773704,-0.0012704679837242624
buy,2,15,0.2291175680862951,0.13333333333333333,-0.002903042176152848,-0.0030022448407637237
buy,3,15,0.26208379732621095,0.13333333333333333,-0.0013795580100771346,-0.0013974478316833702
buy,4,15,0.29739851080682367,0.2,-0.0006209901253629412,-0.0007212866502170531
buy,5,15,0.35830105780145755,0.0,-0.0011074521021305832,-0.0018455584779385025
buy,6,15,0.4514409729682128,0.4666666666666667,0.0008812449703056983,0.000935185038365575
buy,7,15,0.5411825794361395,0.13333333333333333,-0.0010306667313237853,-0.0010398706485229559
buy,8,15,0.614844355622117,0.4666666666666667,0.0011332981543969037,0.001187130586869034
buy,9,16,0.674139152843556,0.25,-0.0007093239021711967,-0.0011973348292048172
sell,0,16,0.3401842454242773,0.125,-2.5946794402945117e-05,-0.0005062990031547768
sell,1,15,0.3917428433506506,0.2,0.0018961754576827103,0.0018891148947087248
sell,2,15,0.4100911989628339,0.26666666666666666,-0.0004507000045107956,-0.0004160566615281747
sell,3,15,0.4267280610313074,0.2,-0.0004872260647660257,-0.0005408170458729433
sell,4,15,0.44417823586951094,0.4666666666666667,0.0010268824243844824,0.0004487344340493878
sell,5,15,0.4558065798989576,0.4,-0.0020079355448272772,-0.0019604910935769066
sell,6,15,0.46596506363105294,0.4,-0.0009873940317250752,-0.0009868211742951013
sell,7,15,0.4826516842066996,0.26666666666666666,-0.0009908896746998316,-0.0009633578954254836
sell,8,15,0.505462181614311,0.3333333333333333,-0.0007863067347611515,-0.0008050600471757023
sell,9,16,0.5471309209764315,0.625,-0.004080608937458374,-0.004336854563768894
