,0
threshold,0.7345237374305725
horizon,2
round_trip_cost,0.003
trade_count,699
win_rate,0.2989985693848355
gross_return_mean,0.000145741753130541
net_return_mean,-0.0028542582468694595
gross_return_median,-0.00025121420197626865
net_return_median,-0.0032512142019762687
total_return,-0.8678091108337417
max_drawdown,-0.8667085218529669
per_trade_sharpe,-0.33414905710349085
trades_per_year,768.5390806279657
bar_annualized_sharpe,-36.01376626916954
sharpe,-9.263459737147226
avg_pred_prob,0.7676791162449914
positive_label_rate,0.2989985693848355
selected_by,validation_net_return_mean
selected_quantile,0.8
