epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,423.6389194428921,0.7148352884327771,0.7026861430658282,0.5416024923324585,0.8474847078323364
2,400.3499686270952,0.7238658729335354,0.7027071619842131,0.5148990750312805,0.8523217439651489
3,395.1262149065733,0.7306463930043938,0.7015747210663894,0.4954991042613983,0.8717391490936279
4,390.13381303846836,0.7369392169450611,0.6974909048185954,0.4749126732349396,0.8855312466621399
5,384.7719610184431,0.7446119225342198,0.6932620274733222,0.46437427401542664,0.8980576992034912
6,376.89040031284094,0.758458352327669,0.6915971525647495,0.46681514382362366,0.9304280281066895
7,367.81307569146156,0.7744938747054073,0.6853356201735437,0.45709532499313354,0.9448159337043762
8,355.7092461809516,0.7968270327183169,0.6803948500593895,0.44816818833351135,0.9629955291748047
9,338.5107746645808,0.8242546574750145,0.6754574076576775,0.42933589220046997,0.968946635723114
10,323.01924977451563,0.853274842649539,0.6689325785085466,0.4347841143608093,0.9817360639572144
11,302.97868751734495,0.8746964766256532,0.6635490868145846,0.4311005175113678,0.9809635877609253
12,284.527091037482,0.8892821324753034,0.6579754740801762,0.4049450159072876,0.9917837381362915
