side,quantile,threshold,signal_count,signal_ratio,active_label_mean,active_trade_return_mean,active_future_return_mean
buy,0.5,0.4942828118801117,388,0.5,0.29381443298969073,0.0006738170489226458,0.0005040122369699186
buy,0.6,0.5224815011024475,311,0.4007731958762887,0.2958199356913183,0.00026645085285574447,8.965311983090138e-05
buy,0.7,0.5505936443805695,233,0.3002577319587629,0.296137339055794,0.0007974497169265238,0.0006943222620052014
buy,0.75,0.5708315521478653,194,0.25,0.30412371134020616,0.0007741761482869913,0.0007609189105584545
buy,0.8,0.5913643836975098,156,0.20103092783505155,0.3076923076923077,0.0007632951566468863,0.0007406116534537704
buy,0.85,0.623816192150116,117,0.15077319587628865,0.2905982905982906,0.0007014564502682245,0.0006409843449741924
buy,0.9,0.651147335767746,78,0.10051546391752578,0.2692307692307692,0.0007294440363027849,0.0006558419327351686
buy,0.95,0.6763917952775955,39,0.05025773195876289,0.2564102564102564,0.0016865360153444343,0.0016882343050203857
sell,0.5,0.4709971994161606,388,0.5,0.36082474226804123,0.0006205040757240459,0.0005587743403107625
sell,0.6,0.494253933429718,311,0.4007731958762887,0.3729903536977492,0.00038597358685094437,0.0003402903610225978
sell,0.7,0.514645129442215,233,0.3002577319587629,0.3648068669527897,0.00030542313920980984,0.00018849037545200464
sell,0.75,0.5255331695079803,194,0.25,0.39690721649484534,7.410846186836085e-05,-0.0001067871262890702
sell,0.8,0.538949728012085,156,0.20103092783505155,0.391025641025641,0.0003190597220439201,7.986785884644181e-05
sell,0.85,0.5481140315532684,117,0.15077319587628865,0.358974358974359,0.0005281887483381181,0.00041508598298417245
sell,0.9,0.565157026052475,78,0.10051546391752578,0.32051282051282054,-0.00010948156702201298,-0.00010283889193616849
sell,0.95,0.5874912142753601,39,0.05025773195876289,0.2564102564102564,-0.0005512333455685026,-0.0006244665334290461
