side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,78,0.25071877,0.21794871794871795,0.0009747125286229688,0.0010155945160151493
buy,1,78,0.34954187,0.2564102564102564,0.0003043260286171543,0.00041938704525902343
buy,2,77,0.41061673,0.2857142857142857,0.0008160234296156473,0.0008465996073932899
buy,3,78,0.44472778,0.3333333333333333,0.001131388018444882,0.001020309164193579
buy,4,77,0.4765993,0.2077922077922078,-0.000792158935362042,-0.0005763554580173098
buy,5,78,0.5084752,0.28205128205128205,0.0022235867616944237,0.0020862671936747548
buy,6,77,0.5353984,0.2987012987012987,-0.0012701887853773834,-0.0016746646780456415
buy,7,78,0.5719035,0.28205128205128205,0.0008317051736857228,0.0005761516401672715
buy,8,77,0.62185544,0.33766233766233766,0.0008316382553867071,0.0008530076410496313
buy,9,78,0.68415517,0.2692307692307692,0.0007294440363027849,0.0006558419327351686
sell,0,78,0.3625177,0.2692307692307692,0.0014106098572855559,0.0016000112827316566
sell,1,78,0.40323904,0.44871794871794873,0.0005725864376172091,0.0005470891101577496
sell,2,77,0.4209461,0.36363636363636365,0.0014891752572628277,0.0011261179179492139
sell,3,78,0.44057593,0.3974358974358974,-9.237057344343065e-05,-0.00023600539470611034
sell,4,77,0.46050292,0.36363636363636365,-0.0006703198509227406,-0.0005805546694571283
sell,5,78,0.4821203,0.3076923076923077,0.0015799422880341928,0.001453001494736963
sell,6,77,0.50455946,0.4025974025974026,0.0006020323568620398,0.0007734035061139697
sell,7,78,0.5260341,0.3076923076923077,0.0003882422082910071,0.0005043185473465548
sell,8,77,0.5497976,0.4675324675324675,0.000641821576842911,0.0001636733033546356
sell,9,78,0.58978754,0.32051282051282054,-0.00010948156702201298,-0.00010283889193616849
