model_label,epoch,train_loss,valid_loss,valid_auc,valid_prob_mean,valid_prob_max
LSTM_buy,1,1.0956636655240575,1.0524706656170875,0.48667464744487743,0.5435785055160522,0.7671504616737366
LSTM_buy,2,1.0427973824424168,1.0496700879224796,0.4780655952047409,0.5113341212272644,0.7067440152168274
LSTM_buy,3,1.0046851690530176,1.043310679725765,0.5186741719942607,0.4590877592563629,0.6456731557846069
LSTM_buy,4,0.9821232211980171,1.0423803845631707,0.5352809828243464,0.4501107335090637,0.6710928082466125
LSTM_buy,5,0.9587886340972458,1.056376328173372,0.5556149868826571,0.4190976917743683,0.7153370976448059
LSTM_buy,6,0.932235864007503,1.0815358702669438,0.5539254391550562,0.3990243673324585,0.7597740888595581
LSTM_buy,7,0.8872914571005391,1.1670400408125414,0.552949067352674,0.36103442311286926,0.831148087978363
LSTM_buy,8,0.8561220130031595,1.186188782613302,0.5139960775324113,0.41067418456077576,0.9144566655158997
LSTM_buy,9,0.8522689858972275,1.2436241636571197,0.4847473744088706,0.5199869275093079,0.9139129519462585
LSTM_buy,10,0.8164314327372111,1.290228502037599,0.48623315758640895,0.5079293847084045,0.9565244913101196
LSTM_buy,11,0.7851522018386975,1.2805559426238857,0.4940950731429833,0.46146371960639954,0.9460607171058655
LSTM_buy,12,0.7321276298398035,1.323944633769006,0.5013626754285424,0.36094123125076294,0.9241840839385986
LSTM_buy,13,0.7278218242323369,1.352050771418306,0.5207287978740566,0.392061710357666,0.9405844211578369
LSTM_buy,14,0.6711934205867182,1.4596233712029212,0.48808401891614245,0.41093310713768005,0.9574124813079834
LSTM_buy,15,0.633260875865254,1.4824016708688639,0.4808164166305834,0.36249691247940063,0.9435032606124878
