side,quantile,threshold,signal_count,signal_ratio,active_label_mean,active_trade_return_mean,active_future_return_mean
buy,0.5,0.5170140266418457,388,0.5,0.327319587628866,-0.0012993022384132063,-0.0012750392260415118
buy,0.6,0.5369426012039185,311,0.4007731958762887,0.33440514469453375,-0.0012457266134940882,-0.0012122726450376415
buy,0.7,0.5558730065822601,233,0.3002577319587629,0.33476394849785407,-0.0012859101176063783,-0.001226037649408026
buy,0.75,0.5675422102212906,194,0.25,0.31958762886597936,-0.0015319524957767515,-0.00152047727399537
buy,0.8,0.5816561579704285,156,0.20103092783505155,0.3141025641025641,-0.0017988032730274302,-0.0018286474246031043
buy,0.85,0.5920761972665787,117,0.15077319587628865,0.3162393162393162,-0.002322952752470922,-0.0022982586055532283
buy,0.9,0.6129107177257538,78,0.10051546391752578,0.3717948717948718,-0.0017175336829150724,-0.0016769140146564478
buy,0.95,0.6437447369098663,39,0.05025773195876289,0.358974358974359,-0.0015276596116778468,-0.0014871958128535318
sell,0.5,0.2539476156234741,388,0.5,0.42783505154639173,-0.0015844981829065661,-0.0016149585626064108
sell,0.6,0.38374754786491394,311,0.4007731958762887,0.4437299035369775,-0.0015755787203819687,-0.0016357592762147417
sell,0.7,0.5278162956237793,233,0.3002577319587629,0.4592274678111588,-0.0019043635635143123,-0.0019592136908428504
sell,0.75,0.5946415960788727,194,0.25,0.4536082474226804,-0.0019420716433092837,-0.002016513739445694
sell,0.8,0.6498976349830627,156,0.20103092783505155,0.4551282051282051,-0.0015095014628504345,-0.0016628446821613512
sell,0.85,0.7171930372714996,117,0.15077319587628865,0.452991452991453,-0.00150220893359582,-0.0015413741367087872
sell,0.9,0.807425856590271,78,0.10051546391752578,0.41025641025641024,7.987355775602609e-07,-1.955109872548447e-05
sell,0.95,0.8772148340940475,39,0.05025773195876289,0.5128205128205128,8.425641764106468e-05,4.754057697295066e-05
