side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,78,0.36956432,0.28205128205128205,-0.0007078243690494926,-0.0007153238509777468
buy,1,78,0.42695966,0.1282051282051282,-0.003771909913544366,-0.0038527896333332293
buy,2,77,0.45921564,0.3246753246753247,-0.0007167486563667338,-0.0008313511721335069
buy,3,78,0.484608,0.358974358974359,0.00018101144549787236,0.00020575078077783297
buy,4,77,0.50759655,0.3246753246753247,0.00036235941832839035,0.00037447579699028294
buy,5,78,0.5271825,0.2948717948717949,-0.001698632644662169,-0.0017113266881203415
buy,6,77,0.5463079,0.33766233766233766,-0.0009353099327063468,-0.0009813631911512973
buy,7,78,0.56823605,0.38461538461538464,-0.0001882176953769474,5.032041662332529e-05
buy,8,77,0.5947338,0.24675324675324675,-0.00196062921942219,-0.0020622398917595646
buy,9,78,0.6480735,0.3717948717948718,-0.0017175336829150724,-0.0016769140146564478
sell,0,78,0.00998349,0.41025641025641024,0.00048738276057728834,0.0005461504191762253
sell,1,78,0.03502602,0.44871794871794873,-0.0012322272136602963,-0.0013456703381517128
sell,2,77,0.07495168,0.4675324675324675,-0.0010909756557922516,-0.0010899034435034867
sell,3,78,0.13015363,0.38461538461538464,-0.00039231063995303044,-0.0003494899578241567
sell,4,77,0.2095828,0.4025974025974026,-0.0010289493948857321,-0.0009092163199258692
sell,5,78,0.31076136,0.358974358974359,-0.0015895206450319348,-0.0015010908304107457
sell,6,77,0.46170104,0.4025974025974026,-0.0006115061604730134,-0.0006885980201670793
sell,7,78,0.5902677,0.46153846153846156,-0.0028316843825824225,-0.0026909776160328335
sell,8,77,0.7186726,0.5064935064935064,-0.002894904283538383,-0.0031827993534446143
sell,9,78,0.88856095,0.41025641025641024,7.987355775602609e-07,-1.955109872548447e-05
