,0
threshold,0.4949609637260437
horizon,6
round_trip_cost,0.003
trade_count,117
win_rate,0.3418803418803419
gross_return_mean,-0.0006992204601790216
net_return_mean,-0.0036992204601790225
gross_return_median,-0.0006992395769600535
net_return_median,-0.0036992395769600535
total_return,-0.3583670084102307
max_drawdown,-0.39156153886567924
per_trade_sharpe,-0.2808911026217979
trades_per_year,140.51380881160878
bar_annualized_sharpe,-30.273754487290645
sharpe,-3.3296415772410057
avg_pred_prob,0.5122385600693206
positive_label_rate,0.5555555555555556
buy_label_rate,0.4017094017094017
selected_by,validation_net_return_mean
selected_quantile,0.95
