prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,trade_return_median
0,1014,0.2706437,0.9763313609467456,0.0004682829999331427,-0.00034095446227677684
1,1013,0.30830213,0.910167818361303,0.0001249455543240014,-0.0005986999657886516
2,1013,0.33019274,0.9131293188548865,7.556602208732597e-05,-0.0006008583690986224
3,1013,0.34706637,0.947680157946693,0.000666741793109486,-0.0003937007874015297
4,1013,0.3625811,0.9605133267522211,0.0006789496623085723,-0.00044583147570209647
5,1013,0.37878123,0.9190523198420533,0.00014945856678568373,-0.0004965736418710565
6,1013,0.39791515,0.9703849950641659,0.0004121465163568398,-9.024456276518489e-05
7,1013,0.42214966,0.9486673247778875,0.0006280357507143583,-0.0004835122328594732
8,1013,0.4512039,0.914116485686081,0.0004975413220040921,-0.0007869884575026909
9,1013,0.49857125,0.9180651530108588,-0.00024449997584143095,-0.0008892841262783113
