side,quantile,threshold,signal_count,signal_ratio,active_label_mean,active_trade_return_mean,active_future_return_mean
buy,0.5,0.6678413432915999,76,0.5,0.18421052631578946,-0.0003675181749257283,-0.00022202498780100522
buy,0.6,0.7000429981772404,61,0.40131578947368424,0.18032786885245902,-0.0002796777716886074,-0.00012086574619920903
buy,0.7,0.7239586465670417,46,0.3026315789473684,0.1956521739130435,-4.8645138340628144e-05,0.00015597991775166385
buy,0.75,0.7338200343941229,38,0.25,0.21052631578947367,7.521033729898505e-05,0.00033748686760312765
buy,0.8,0.7480591016676216,31,0.20394736842105263,0.22580645161290322,0.00033868156868412504,0.0006785301414667968
buy,0.85,0.7573240668164553,23,0.1513157894736842,0.17391304347826086,-1.1871712040423255e-05,0.0004042203577869822
buy,0.9,0.7761861352857528,16,0.10526315789473684,0.1875,-9.904288860793087e-05,0.0005250184931120255
buy,0.95,0.793249086552143,8,0.05263157894736842,0.25,-0.0008195680837239233,-0.000698307496496256
sell,0.5,0.36495028017498604,76,0.5,0.4473684210526316,-0.0008288648144708425,-0.0007467138073092338
sell,0.6,0.38215852747733337,61,0.40131578947368424,0.4426229508196721,-0.000708096555440561,-0.0006125618366715368
sell,0.7,0.4120463935293248,46,0.3026315789473684,0.5,-0.000876138864355191,-0.0007464413726300511
sell,0.75,0.42632010511289675,38,0.25,0.4473684210526316,-0.0004102398292996722,-0.00025674059196219073
sell,0.8,0.44129017998875425,31,0.20394736842105263,0.41935483870967744,-0.0005612676915822643,-0.0004135931630325343
sell,0.85,0.453421940653789,23,0.1513157894736842,0.34782608695652173,-0.0002825713281304668,-9.543831518102945e-05
sell,0.9,0.46069648513996286,16,0.10526315789473684,0.3125,-0.0003827952600638923,-0.00041733010036738155
sell,0.95,0.5179082385210847,8,0.05263157894736842,0.25,-5.570322495491997e-05,-9.036223224893891e-05
