side,quantile,threshold,signal_count,signal_ratio,active_label_mean,active_trade_return_mean,active_future_return_mean
buy,0.5,0.5189590454101562,388,0.5,0.30412371134020616,-4.3358725624541194e-05,-2.5580307080892347e-05
buy,0.6,0.547824501991272,311,0.4007731958762887,0.3022508038585209,-0.00020322134210608064,-0.00024084894708017172
buy,0.7,0.5808334052562714,233,0.3002577319587629,0.30472103004291845,-0.0003131866014627953,-0.00036031037972505335
buy,0.75,0.5983836948871613,194,0.25,0.31443298969072164,-0.00018394455587725778,-0.00025357114792938805
buy,0.8,0.6353524327278137,156,0.20103092783505155,0.30128205128205127,-0.0003950549728635014,-0.00048659824996791863
buy,0.85,0.6861539036035538,117,0.15077319587628865,0.29914529914529914,-0.00013072292239705096,-0.0001571846915068989
buy,0.9,0.7366161346435547,78,0.10051546391752578,0.3333333333333333,8.578518140536285e-05,6.80720943198698e-05
buy,0.95,0.7864167988300323,39,0.05025773195876289,0.38461538461538464,0.0011635213888424218,0.0011446560462896947
sell,0.5,0.4420500844717026,388,0.5,0.33505154639175255,-9.754763219156423e-05,-7.632446871882052e-05
sell,0.6,0.505296528339386,311,0.4007731958762887,0.3440514469453376,-0.000280332514476778,-0.00010512152549774348
sell,0.7,0.5625312626361847,233,0.3002577319587629,0.3218884120171674,-1.8244648410733187e-05,0.00014238338711843493
sell,0.75,0.6023104190826416,194,0.25,0.3247422680412371,9.955187467747148e-05,0.0002877792030237439
sell,0.8,0.6472354531288147,156,0.20103092783505155,0.3269230769230769,-0.0002099460504501982,1.9410616218889638e-05
sell,0.85,0.700795903801918,117,0.15077319587628865,0.3247863247863248,-0.00019102318154420468,0.00013914905542093122
sell,0.9,0.7478105425834656,78,0.10051546391752578,0.3076923076923077,-0.00010249571463986313,-5.927022620790584e-05
sell,0.95,0.8098712861537933,39,0.05025773195876289,0.3076923076923077,-0.00019381183508790866,-0.0001658499990886067
