side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,78,0.3654439,0.23076923076923078,-0.00022062054800745892,-0.00019116595544146125
buy,1,78,0.4153462,0.23076923076923078,0.0002780626650163104,3.7456071133395285e-05
buy,2,77,0.45089582,0.2077922077922078,-0.0012674010828922918,-0.0011878043368775857
buy,3,78,0.4782096,0.23076923076923078,-0.0004668588142453252,-0.00010284597649974387
buy,4,77,0.5064006,0.24675324675324675,-7.144072367690105e-05,-0.0007696048127513325
buy,5,78,0.53189397,0.3076923076923077,0.00047152117759832247,0.0007099854281352209
buy,6,77,0.56456065,0.2987012987012987,0.00025156676293298913,0.000242185661480571
buy,7,78,0.6023636,0.3076923076923077,-0.0002197503047684484,-0.00017743093434302581
buy,8,77,0.6869594,0.2727272727272727,-0.0008119895911494887,-0.0009795107656380682
buy,9,78,0.7874598,0.3333333333333333,8.578518140536285e-05,6.80720943198698e-05
sell,0,78,0.18303238,0.1794871794871795,0.0009816664562622595,0.00101106069819654
sell,1,78,0.25781316,0.41025641025641024,-0.0007864943786960626,-0.0008054193315182141
sell,2,77,0.31559643,0.33766233766233766,-0.002982036237612659,-0.0030243187522305676
sell,3,78,0.37342638,0.23076923076923078,0.00035906374766205755,-0.000155950465080238
sell,4,77,0.41802794,0.22077922077922077,0.00094008272968965,0.0010123834629634171
sell,5,78,0.4728998,0.2948717948717949,0.0006303970436771664,3.947308419097255e-05
sell,6,77,0.53806376,0.4155844155844156,-0.0010749149041226632,-0.0008554301769921242
sell,7,78,0.6032387,0.32051282051282054,0.0003233851386761853,0.00033612820492268244
sell,8,77,0.69960606,0.33766233766233766,-0.00027896595005888264,0.0001503948942706852
sell,9,78,0.81614393,0.3076923076923077,-0.00010249571463986313,-5.927022620790584e-05
