side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,80,0.38843754,0.225,-0.00022761305491419831,-0.00028045623557889087
buy,1,79,0.4320579,0.17721518987341772,-0.001295467193214656,-0.0014060169353508067
buy,2,79,0.4512854,0.24050632911392406,-0.0009522765931737382,-0.000793251354231284
buy,3,79,0.47024795,0.35443037974683544,-0.00028957057606139467,-5.5216260161152103e-05
buy,4,79,0.48751107,0.31645569620253167,0.0007018455617345919,0.0003620932398163026
buy,5,79,0.5057041,0.25316455696202533,-0.0004722540313141893,-0.0004719098681892002
buy,6,79,0.5280364,0.26582278481012656,-0.0005283268806011407,-0.000475218947911211
buy,7,79,0.55188715,0.3037974683544304,-8.109968278687636e-05,-0.00010694030822257104
buy,8,79,0.58144164,0.27848101265822783,-0.001566484263886829,-0.001565756356857946
buy,9,80,0.62984073,0.25,-0.0008490356047566302,-0.0007954518508828986
sell,0,80,0.052267008,0.3125,-0.00027263615058748387,-0.00032666318973022246
sell,1,79,0.124463394,0.45569620253164556,-0.0007129462671917875,-0.0006369908144068293
sell,2,79,0.19841163,0.3291139240506329,-0.00015370271966804976,-0.00019355555051137765
sell,3,79,0.279772,0.4050632911392405,-0.0014599659510408204,-0.0014211883724659787
sell,4,79,0.36330998,0.2911392405063291,-0.00023011020914830694,-0.00018789888231512882
sell,5,79,0.46871498,0.3670886075949367,-0.0007625189158144373,-0.0005345462206950087
sell,6,79,0.57043767,0.3291139240506329,-0.0003274455579660173,-0.00024142737007338134
sell,7,79,0.6696407,0.31645569620253167,0.0005025605490783932,0.00010869158611461788
sell,8,79,0.790038,0.4050632911392405,-0.001084362345067744,-0.0010499951989441992
sell,9,80,0.92007387,0.475,-0.0010559654735377386,-0.0011001095399445174
