model_label,epoch,train_loss,valid_loss,valid_auc,valid_prob_mean,valid_prob_max
LSTM_buy,1,1.0749481724251428,0.9917101589674803,0.5727977448907681,0.4838627278804779,0.7003915309906006
LSTM_buy,2,0.9865350323900468,1.0123027489357388,0.5434398706628528,0.539759635925293,0.7081345915794373
LSTM_buy,3,0.9721191788200167,1.0604989491787153,0.5223811300418688,0.5770325660705566,0.7843438982963562
LSTM_buy,4,0.9555901752911526,1.0661708116531372,0.5156655474028935,0.5535738468170166,0.7891725897789001
LSTM_buy,5,0.9227006971385677,1.0814359519899506,0.5050615595075238,0.5364880561828613,0.8046610355377197
LSTM_buy,6,0.8797655809736372,1.159434628240841,0.49454048003979606,0.5313963890075684,0.9236018061637878
LSTM_buy,7,0.8472349505580643,1.2539770308229112,0.4961654852215728,0.4774084687232971,0.9276880621910095
LSTM_buy,8,0.8320225528265427,1.231425843287989,0.5128798242341335,0.41133955121040344,0.9495580792427063
LSTM_buy,9,0.8205869098754613,1.1953992143119734,0.5218422252621978,0.4233348071575165,0.9688600301742554
LSTM_buy,10,0.7733577569425857,1.2248271752878563,0.5092484351034283,0.43574053049087524,0.9770127534866333
LSTM_buy,11,0.73832125837917,1.2960373962048404,0.5071342701985657,0.49588003754615784,0.9915599226951599
