epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,436.27240362018347,0.7496699766573125,0.748153236290673,0.5356247425079346,0.8623948693275452
2,403.6282861083746,0.7613440860871693,0.7508499156260245,0.5202867984771729,0.8818898797035217
3,396.6129133477807,0.7669398606549713,0.7487218609015708,0.5003634691238403,0.8822802901268005
4,390.50410410761833,0.774875972719413,0.7475959859492228,0.4779004752635956,0.8822858333587646
5,384.4141453951597,0.784850472315893,0.7449303192704116,0.4634585678577423,0.8927435874938965
6,376.13665805757046,0.7930788476927977,0.737489503237668,0.44097498059272766,0.8893523812294006
7,367.20846715569496,0.8096210819982297,0.732752742043121,0.43383628129959106,0.9056434035301208
8,355.8524821251631,0.8261926205298129,0.7269067674237368,0.41437244415283203,0.9166420698165894
9,340.35998763144016,0.8438630716132374,0.7135635941625117,0.4179325997829437,0.9316394925117493
10,324.61391352303326,0.8531071097014032,0.7079942008998112,0.4047029912471771,0.9786065816879272
11,311.5997086968273,0.8698056847810318,0.7060723048090943,0.3845013678073883,0.9430583715438843
12,292.8213390801102,0.8814012967737531,0.7060571094960043,0.36058932542800903,0.9816206097602844
