model_label,epoch,train_loss,valid_loss,valid_auc,valid_prob_mean,valid_prob_max
LSTM_sell,1,0.9540975737811332,0.9247587262367716,0.48158031167088533,0.5136314034461975,0.7226172685623169
LSTM_sell,2,0.9119911538296609,0.9059654924334312,0.4963023390564484,0.5100114941596985,0.6560127139091492
LSTM_sell,3,0.8905165093628007,0.909324091307971,0.5112454636943063,0.5125269889831543,0.7201884388923645
LSTM_sell,4,0.8759709270156208,0.9312815240451268,0.521522673904425,0.5308956503868103,0.819363534450531
LSTM_sell,5,0.8492908924069237,0.946009775813745,0.5295355432893172,0.5141329169273376,0.8826611042022705
LSTM_sell,6,0.8196473606866808,0.9900209319834806,0.5340566008965875,0.5219148397445679,0.9491115808486938
LSTM_sell,7,0.7812562495020766,1.1263636642572832,0.5213015766521301,0.5630348920822144,0.9726603627204895
LSTM_sell,8,0.7766088100533989,1.0797261376770175,0.5350705986398706,0.5626826882362366,0.9766427278518677
LSTM_sell,9,0.7386409673259486,1.0751661244703798,0.531555914732701,0.5059432983398438,0.9805169701576233
LSTM_sell,10,0.7224463934275374,1.1291742981696615,0.5114741849897837,0.5198550224304199,0.9805552363395691
LSTM_sell,11,0.6838018618636394,1.24199970157779,0.4834253301210698,0.5066152215003967,0.9848616123199463
LSTM_sell,12,0.6842906903381922,1.1559199386713457,0.5013799518160471,0.5252622365951538,0.9796949028968811
LSTM_sell,13,0.6774381312293623,1.1415580121838316,0.5329358665487481,0.5262511372566223,0.9842807054519653
LSTM_sell,14,0.6519110337573679,1.2283058166503906,0.5146381629105548,0.49460795521736145,0.9903557300567627
LSTM_sell,15,0.6198505696339823,1.1685348591025995,0.5232838278796011,0.431404709815979,0.98964524269104
LSTM_sell,16,0.5959847985799588,1.187291999252475,0.5043685767436187,0.48861342668533325,0.9850226044654846
LSTM_sell,17,0.595027612681365,1.243882595276346,0.5046735384709219,0.5447486042976379,0.991231381893158
LSTM_sell,18,0.5569077685250708,1.1823321666036333,0.5164221890152786,0.4324597716331482,0.9822775721549988
