side,quantile,threshold,signal_count,signal_ratio,active_label_mean,active_trade_return_mean,active_future_return_mean
buy,0.5,0.4887976497411728,392,0.5,0.27040816326530615,-0.00041880528323693246,-0.000516417914915281
buy,0.6,0.5125165581703186,314,0.4005102040816326,0.27070063694267515,-0.00027845284612365855,-0.0002682953591429971
buy,0.7,0.5419692039489745,235,0.2997448979591837,0.28936170212765955,-9.154942439780649e-05,-8.558778379587286e-05
buy,0.75,0.5608637183904648,196,0.25,0.28061224489795916,6.226689402412474e-05,7.850143081749289e-05
buy,0.8,0.5862253665924072,157,0.2002551020408163,0.3184713375796178,0.00037486832865714847,0.000344791848535358
buy,0.85,0.6218506544828415,118,0.15051020408163265,0.2966101694915254,-3.734878997374757e-05,-7.948795613560622e-05
buy,0.9,0.6549506723880768,79,0.10076530612244898,0.27848101265822783,-0.00014501802057530615,-0.00018359856472147213
buy,0.95,0.7220718473196028,40,0.05102040816326531,0.325,0.0005703110059702698,0.0005773446262905934
sell,0.5,0.4599634259939194,392,0.5,0.29336734693877553,0.00020174144567798903,0.0002115123764530313
sell,0.6,0.5422664284706116,314,0.4005102040816326,0.2929936305732484,0.0005785219640482555,0.0007477131672284878
sell,0.7,0.6169823348522187,235,0.2997448979591837,0.2936170212765957,0.0002924173752500886,0.0004841440399229274
sell,0.75,0.6585882008075714,196,0.25,0.2857142857142857,0.00019922281298058084,0.00024258326931664298
sell,0.8,0.691116988658905,157,0.2002551020408163,0.2611464968152866,0.0004829270930221939,0.0005024294562553399
sell,0.85,0.7351637363433837,118,0.15051020408163265,0.2796610169491525,-6.761073776469817e-05,-1.629035096842548e-05
sell,0.9,0.7854872107505799,79,0.10076530612244898,0.35443037974683544,-0.0005012472835773972,-0.0002631649761553689
sell,0.95,0.846120747923851,40,0.05102040816326531,0.35,-0.0014096742288628144,-0.0014202922847524392
