side,prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,future_return_mean
buy,0,1013,0.4006393809250814,0.23198420533070088,-1.0175384877782988e-05,-3.713148647222216e-05
buy,1,1012,0.44084413387305305,0.26877470355731226,0.00013965579818374225,0.0001417082594171131
buy,2,1012,0.4628157404620656,0.28952569169960474,0.00034566458019736143,0.00032273150876055873
buy,3,1013,0.48160543573597114,0.2734452122408687,0.00029103565743401547,0.00029270779978816773
buy,4,1012,0.5002167195499746,0.274703557312253,-3.347684264826803e-05,4.446599493731897e-05
buy,5,1012,0.518659981839771,0.29150197628458496,9.164207356165231e-05,-5.375137418379374e-05
buy,6,1013,0.5392298761633683,0.2793682132280355,0.0003525632949993561,0.0002889042077919274
buy,7,1012,0.5639762776588645,0.29446640316205536,0.0006747053229167243,0.0006142395298356999
buy,8,1012,0.5998184472084492,0.3221343873517787,-0.0009256244273667646,-0.000906077530888124
buy,9,1013,0.6866309670028847,0.2872655478775913,-9.346334019994747e-06,inf
sell,0,1013,0.4401228872902391,0.26159921026653504,-5.381199594529993e-05,inf
sell,1,1012,0.48547351224684077,0.2816205533596838,-0.0001034329256531724,-0.00021745402377653782
sell,2,1012,0.5058978950012034,0.28063241106719367,8.841276828346523e-05,8.9516676201362e-05
sell,3,1013,0.5229816836534286,0.32181638696939785,-0.00010769309703630667,-0.00015842191146547325
sell,4,1012,0.5383748788037399,0.3191699604743083,2.029071819145821e-05,1.0508856280910235e-05
sell,5,1012,0.5548847699252935,0.30533596837944665,0.00019368644018673205,0.0002655047086242135
sell,6,1013,0.57268935633747,0.29516288252714706,0.0004343273946765183,0.0005247598246136972
sell,7,1012,0.5953492984631429,0.30335968379446643,0.00027393129842500437,0.00020697091793378246
sell,8,1012,0.6251109189463439,0.3132411067193676,0.00045996142408440084,0.0005379295998946542
sell,9,1013,0.6938844128559819,0.3060217176702863,-0.00028839622047671355,-0.0003776102977946439
