epoch,loss,train_auc,valid_auc,valid_prob_mean,valid_prob_max
1,437.107305303216,0.7498425619614193,0.7497162992747454,0.5446775555610657,0.8618069291114807
2,403.5848237350583,0.760792863414339,0.7487985223236204,0.5290243625640869,0.8728489875793457
3,397.93217454850674,0.7680631522632102,0.7473707410488448,0.5091899633407593,0.8796741366386414
4,391.90488194674253,0.7778866186051425,0.750096505300689,0.49606287479400635,0.874254584312439
5,385.95142363756895,0.7871165902637729,0.7481299545528395,0.48136624693870544,0.8904812932014465
6,375.6202607899904,0.7985595208118019,0.7426829538967457,0.45699411630630493,0.8730841875076294
7,365.81515166163445,0.810169056161583,0.7340898981944542,0.4506498873233795,0.9126942753791809
8,353.905681155622,0.8248352533699036,0.7329363624337801,0.43193626403808594,0.9334580898284912
9,340.6280453745276,0.8352128457309355,0.719229990686839,0.4186033308506012,0.9383951425552368
10,329.2794990167022,0.8612141233110866,0.7188639896729562,0.41257020831108093,0.9364732503890991
11,312.28709636442363,0.869615649595735,0.705541375204974,0.3929467797279358,0.9550938010215759
12,299.0620613582432,0.8893560374233521,0.7159235521763411,0.3807213604450226,0.9757798910140991
13,284.2233886262402,0.9001727284545221,0.7041946956709337,0.37240150570869446,0.9671865105628967
14,265.9581520827487,0.9106327904907918,0.703071656295528,0.3682372272014618,0.9787700176239014
