prob_group,sample_count,pred_prob_mean,label_mean,trade_return_mean,trade_return_median
0,1014,0.050428648,0.024654832,1.972022601543886e-05,0.0
1,1014,0.24853557,0.0591716,0.00014828869076763225,0.0
2,1014,0.40745723,0.055226825,-5.2412264926558046e-05,-0.00016544994754263964
3,1014,0.50478745,0.081854045,2.4202394267366852e-05,-0.0001706487038576343
4,1014,0.5783162,0.105522685,0.00010418416378323093,-8.675600620261514e-05
5,1014,0.63617,0.119329385,-6.714728821772092e-06,-0.00015724025191715674
6,1014,0.6822215,0.16469428,0.00016517471518951064,-7.681112596191753e-05
7,1014,0.7213868,0.18836293,-0.00011241136010594865,-0.0003216339891117248
8,1014,0.7561096,0.2366864,7.072638252668218e-05,-0.00017753443297852112
9,1014,0.8021079,0.29980275,0.0004332002014623637,-0.0001886818274481339
